,NSC,Drug_name,Status,MOA,SID
7571,645307.0,"3-(Benzyloxy)-8,9-dimethoxybenzo[c]phenanthridine",-,-,371248
7572,645310.0,"8-Ethoxy-2,3,9-trimethoxybenzo[c]phenanthridine",-,-,371252
7573,645312.0,"2-Bromo-3,4,5-trimethoxy-N-(1-naphthyl)benzamide",-,-,371255
7574,645315.0,Oxyacanthine,-,-,371257
7575,645317.0,Sanguilutine pseudobase,-,-,371258
7576,645319.0,Cowlteropine,-,-,371260
7577,645323.0,-,-,-,-
7578,645326.0,-,-,-,-
7579,645328.0,"7-Methoxy-2,5-diphenylpyrrolo[3,4-a]carbazole-1,3(2H,10H)-dione",-,-,371269
7580,645329.0,"10-Benzyl-2-phenylpyrrolo[3,4-a]carbazole-1,3(2H,10H)-dione",-,-,371270
7581,645330.0,"11H-Benzo[a]carbazole-1,4-dione, 7,11-dimethyl-",-,-,371271
7582,645351.0,[Bis(aminomethyl)diethylsilane]dichloroplatinum (II),-,-,-
7583,645352.0,[Bis(aminomethyl)diethylsilane]tetrachloroplatinum (IV),-,-,-
7584,645353.0,[Bis(aminomethyl)cyclobutamethylenesilane]dichloroplatin...,-,-,-
7585,645354.0,[Bis(aminomethyl)cyclobutamethylenesilane]tetrachloropla...,-,-,-
7586,645355.0,[Bis(aminomethyl)cyclopentamethylenesilane]dichloroplati...,-,-,-
7587,645356.0,[Bis(aminomethyl)cyclopentamethylenesilane]tetrachloropl...,-,-,-
7588,645362.0,"(3Ar,5R,9bR)-5-propyl-3,3a,5,9b-tetrahydro-2H-furo[3,2-c]isochromene-2,6,9-trione",-,-,371285
7589,645365.0,-,-,-,-
7590,645369.0,1-[(2-hydroxy-3-(2-methyl-5-nitroimidazolyl)-propyl]-3-n...,-,-,371294
7591,645376.0,4-(2-((10-((2-(4-Cyanophenoxy)ethyl)thio)decyl)thio)ethoxy)benzonitrile,-,-,371302
7592,645384.0,"3,7-Bis(chloromethyl)-4,10-dimethyl-2H,6H-pyrano[3,2-g]chromene-2,6-dione",-,-,371310
7593,645389.0,(E)-3-[4-[2-oxo-2-(4-phenylpiperazin-1-yl)ethoxy]phenyl]-1-phenyl-prop-2-en-1-one,-,-,5466903
7594,645393.0,"2-Propen-1-one, 1-(4-methoxyphenyl)-3-[4-[2-oxo- 2-(4-ph...",-,-,5466905
7595,645394.0,"2-(4-(3-(4-Chlorophenyl)-3-oxo-1-propenyl)phenoxy)-N-(2,6-dichlorophenyl)-2-methylpropanamide",-,-,5466906
7596,645396.0,2-(4-Chlorophenyl)-7-(2-oxo-2-(4-phenyl-1-piperazinyl)ethoxy)-4H-chromen-4-one,-,-,371322
7597,645397.0,"2-(4-(3-(4-Chlorophenyl)-3-oxo-1-propenyl)phenoxy)-N-(2,6-dichlorophenyl)acetamide",-,-,5466907
7598,645429.0,"Pyrrolo[3,2,1-hi]indole-7-carboxylic acid, 1-ethyl-1,2,4...",-,-,371325
7599,645431.0,"1H-Benz[g]indol-5-ol, 2-phenyl",-,-,371327
7600,645455.0,"4-Methyl-1,2-bis(trifluoromethyl)-1,2,3,6-tetrahydro-1,2-diphosphinine",-,-,371328
7601,645458.0,-,-,-,-
7602,645464.0,"(4Br,8S,10aR,12aS)-2-amino-8-hydroxy-10a,12a-dimethyl-4a,4b,5,7,8,9,10,10b,11,12-decahydro-4H-naphtho[2,1-f]isoquinoline-1,3-dione",-,-,371333
7603,645465.0,"(2R,13R,16Z,18S)-16-Hydroxyimino-2,18-dimethyl-7-oxa-6,8-diazapentacyclo[11.7.0.02,10.05,9.014,18]icosa-5,8-dien-17-one",-,-,54608104
7604,645468.0,"[1,3]Benzoxathiepino[5,4-d]pyrimidine 5,5-dioxide",-,-,371337
7605,645527.0,"Dimethyl 2,11-bis(benzyloxycarbonylamino)-2,11-bis(trifluoromethyl)dodeca-3,9-diynedioate",-,-,371338
7606,645528.0,"Ethyl 5-(dichloromethylene)-2,2-diphenyl-2,5-dihydro-1,3-oxazole-4-carboxylate",-,-,371339
7607,645566.0,"1,2-Bis(diethoxyphosphoryl)ethane; dichloro(diethyl)stannane",-,-,371346
7608,645567.0,"1,1-Bis[di(propan-2-yloxy)phosphoryl]-N,N-dimethylmethanamine;trichloro(phenyl)stannane",-,-,371347
7609,645568.0,(2-HYDROXY-2-PHENYLACETOXY)TRIMETHYLTIN,-,-,16683226
7610,645569.0,Trimethylstannyl 2-acetoxy-2-phenyl-acetate,-,-,16683227
7611,645570.0,Triethylgermyl 2-phenyl-2-triethylgermyloxy-acetate,-,-,16683228
7612,645571.0,Tributylgermyl 2-hydroxy-2-phenyl-acetate,-,-,16683229
7613,645573.0,Trimethylgermyl 2-acetoxy-2-phenyl-acetate,-,-,16683231
7614,645575.0,Tributylgermyl 2-acetoxy-2-phenyl-acetate,-,-,16683233
7615,645576.0,Tributyl((methoxy(phenyl)acetyl)oxy)germane,-,-,16683234
7616,645578.0,Tributyl((methoxy(phenyl)acetyl)oxy)stannane,-,-,16683236
7617,645583.0,NOCAS_875064,-,-,371363
7618,645586.0,-,-,-,-
7619,645615.0,-,-,-,-
7620,645616.0,"(3Z)-3-(4-Benzyl-5-sulfanylidene-1,2,4-dithiazolidin-3-ylidene)-1,1-dimethylthiourea",-,-,5917066
7621,645617.0,"(3Z)-1,1-Dimethyl-3-[4-(pyridin-2-ylmethyl)-5-sulfanylidene-1,2,4-dithiazolidin-3-ylidene]thiourea",-,-,9571678
7622,645618.0,"Thiourea, N,N-dimethyl-N'-[4-[(2-thienyl)methyl]- 3-thio...",-,-,5911714
7623,645619.0,"(3Z)-1,1-Dimethyl-3-[4-(pyridin-3-ylmethyl)-5-sulfanylidene-1,2,4-dithiazolidin-3-ylidene]thiourea",-,-,9571679
7624,645620.0,"(3Z)-1,1-Dimethyl-3-[4-(pyridin-4-ylmethyl)-5-sulfanylidene-1,2,4-dithiazolidin-3-ylidene]thiourea",-,-,9571680
7625,645621.0,"Thiourea, N-[4-[(3,4,5-trimethoxyphenyl)methyl]-5-thioxo...",-,-,5914108
7626,645632.0,"Dimethyl 2-[[(E)-1-(1,3-thiazol-2-yl)ethylideneamino]carbamothioylamino]pentanedioate",-,-,5896716
7627,645633.0,Dimethyl 2-[[(E)-1-quinoxalin-2-ylethylideneamino]carbamothioylamino]pentanedioate,-,-,9571690
7628,645639.0,2-[[[(E)-(5-Bromothiophen-2-yl)methylideneamino]carbamothioylamino]methoxy]ethyl acetate,-,-,9571695
7629,645640.0,2-[[[(E)-(5-Nitrothiophen-2-yl)methylideneamino]carbamothioylamino]methoxy]ethyl acetate,-,-,9571696
7630,645645.0,antineoplastic-645645,-,-,5466797
7631,645646.0,antineoplastic-645646,-,-,54598755
7632,645647.0,Benzamide riboside,-,-,-
7633,645656.0,1-((2-Ethyl-1H-benzimidazol-5-yl)diazenyl)-2-naphthol,-,-,371434
7634,645658.0,O-Benzylfluorescein benzyl ester,-,-,371436
7635,645665.0,-,-,-,-
7636,645667.0,-,-,-,-
7637,645668.0,-,-,-,-
7638,645669.0,-,-,-,-
7639,645674.0,3-(4-(Bis(2-cyanoethyl)amino)-2-methylphenyl)-2-(cinnamoylamino)acrylamide,-,-,6477344
7640,645676.0,(Z)-3-[4-[Bis(2-cyanoethyl)amino]-2-methylphenyl]-2-[[(E)-3-phenylprop-2-enoyl]amino]prop-2-enoyl azide,-,-,6477346
7641,645678.0,S-Phenyl (E)-3-[4-[bis(2-cyanoethyl)amino]-2-methylphenyl]-2-[[(E)-3-phenylprop-2-enoyl]amino]-3-phenylsulfanylprop-2-enethioate,-,-,6477347
7642,645727.0,"Carbamothioic acid, 4-chloro-3-[(1-methylethoxy) iminome...",-,-,5351400
7643,645737.0,"(5S,8Ar)-5-[2-(dimethylamino)ethoxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one",-,-,371464
7644,645744.0,"Pyrido[2,3-d]pyrimidine-4,7(3H,8H)-dione, 5-hydroxy- 3,6...",-,-,54688598
7645,645758.0,Cyclopentyl(trimethyl)silane; dichloroniobium,-,-,498994
7646,645777.0,leinamycin,-,-,-
7647,645796.0,"5-Phenyl-3,4,4a,5,6,10b-hexahydro-2H-pyrano[3,2-c]quinoline",-,-,371501
7648,645803.0,"n-(2-hydroxyethyl)-1-nitro-9-acridineamine, hcl salt",-,-,371504
7649,645804.0,antineoplastic-645804,-,-,371505
7650,645805.0,antineoplastic-645805,-,-,371506
7651,645806.0,antineoplastic-645806,-,-,371507
7652,645807.0,ANTINEOPLASTIC-645807,-,-,371508
7653,645808.0,"10-[2-(Dimethylamino)ethylamino]-5-hydroxy-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,371509
7654,645809.0,"10-[2-(Diethylamino)ethylamino]-5-hydroxy-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,438544
7655,645810.0,"10-[3-(Dimethylamino)propylamino]-5-hydroxy-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,438545
7656,645812.0,"10-[2-(Diethylamino)ethylamino]-5-methoxy-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,438549
7657,645813.0,"10-[3-(Dimethylamino)propylamino]-5-methoxy-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,438551
7658,645814.0,"10-[3-(Diethylamino)propylamino]-5-hydroxy-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438553
7659,645815.0,"5-Hydroxy-10-[2-(2-hydroxyethylamino)ethylamino]-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one;2-hydroxypropanoic acid",-,-,438554
7660,645816.0,"10-[2-(Diethylamino)ethylamino]-5-nitro-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438556
7661,645817.0,Neuro_000344,-,-,438557
7662,645818.0,"5-Chloro-10-[2-(dimethylamino)ethylamino]-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438558
7663,645819.0,Neuro_000345,-,-,438559
7664,645821.0,"10-[2-(Diethylamino)ethylamino]-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16),14-heptaen-8-one",-,-,438561
7665,645822.0,Neuro_000346,-,-,438562
7666,645823.0,"10-[2-(Dimethylamino)ethylamino]-5-methyl-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438563
7667,645825.0,"10-[2-(Dimethylamino)ethylamino]-5-methoxy-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438565
7668,645827.0,"5-(2-(dimethylamino)ethylamino)-8-hydroxy-6H-[1,2,3]tria...",-,-,-
7669,645828.0,"10-[2-(Diethylamino)ethylamino]-5-hydroxy-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438567
7670,645829.0,"5-Hydroxy-10-[2-(2-hydroxyethylamino)ethylamino]-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438555
7671,645830.0,"10-[3-(Dimethylamino)propylamino]-5-hydroxy-1,14,15-triazatetracyclo[7.6.1.02,7.013,16]hexadeca-2(7),3,5,9,11,13(16),14-heptaen-8-one",-,-,438568
7672,645832.0,"10-[2-(2-Hydroxyethylamino)ethylamino]-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16),14-heptaen-8-one;hydrochloride",-,-,371513
7673,645833.0,"10-[2-(Dimethylamino)ethylamino]-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16),14-heptaen-8-one",-,-,438569
7674,645834.0,"10-[2-(Dimethylamino)ethylamino]-15-methyl-1,14-diazatetracyclo[7.6.1.02,7.013,16]hexadeca-2,4,6,9,11,13(16),14-heptaen-8-one",-,-,438570
7675,645835.0,Neuro_000347,-,-,438571
7676,645838.0,"5-Pyrimidinecaboxamide, 1,2,3,4-tetrahydro-4-hydroxy-1,3...",-,-,371516
7677,645852.0,STL147558,-,-,135499231
7678,645870.0,-,-,-,-
7679,645876.0,"Methyl 4-[(3-chloro-1,4-dioxonaphthalen-2-yl)amino]-2-[2-(3,5-diphenylpyrazol-1-yl)-1,3-thiazol-4-yl]-3,4-dioxobutanoate",-,-,371547
7680,645877.0,"N-(2-Chloro-5-methylphenyl)-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)-4-pyridin-4-ylbutanamide",-,-,371548
7681,645889.0,"N-(2,4-Dichlorophenyl)-7-hydroxy-4-(hydroxyimino)-4H-chromene-2-carboxamide",-,-,135499232
7682,645892.0,"Naphtho[2,3-f]quinoxaline-7,12-dione, 3-hydroxy-2-methyl-",-,-,371563
7683,645911.0,SDWIJRJJTZRXLT-UHFFFAOYSA-,-,-,371576
7684,645931.0,"3-Phenyl-6-(trifluoromethyl)-N~2~-(3,4,5-trimethoxybenzyl)-2,8-quinoxalinediamine",-,-,371581
7685,645976.0,"Carbamic acid, (7,9-dichloro-2,8-dioxo-1-oxaspiro[4.5]de...",-,-,-
7686,645979.0,UPCMLD00W3025,-,-,371587
7687,645980.0,"Benzyl N-[(3S)-7,9-diiodo-2,8-dioxo-1-oxaspiro[4.5]deca-6,9-dien-3-yl]carbamate",-,-,371588
7688,645984.0,bis(2-Nitrophenyl)sulfilimine,-,-,371591
7689,645986.0,-,-,-,-
7690,645987.0,"1,4-Benzenediol, 2,5-bis(1-pyrazolyl)-",-,-,371593
7691,645991.0,-,-,-,-
7692,645992.0,Specionin,-,-,-
7693,645993.0,Mixture of Specioside A & B,-,-,-
7694,645994.0,-,-,-,-
7695,645997.0,-,-,-,-
7696,645998.0,-,-,-,-
7697,646005.0,Brialmontin 1,-,-,371612
7698,646008.0,Pannarin,-,-,162780
7699,646012.0,"(1R,2S,6S,10S,13S)-6-(Hydroxymethyl)-2,6,13-trimethyltetracyclo[10.3.1.01,10.02,7]hexadecan-13-ol",-,-,5459204
7700,646024.0,"2,5-bis(6'-bromo-3'-indolyl)piperazine",-,-,-
7701,646032.0,-,-,-,-
7702,646033.0,"2-[2-[(2-Methyltriazolo[4,5-f]quinolin-9-yl)amino]ethylamino]ethanol",-,-,371632
7703,646034.0,"N-(4-(4-Ethyl-1-piperazinyl)phenyl)-2-methyl-2H-[1,2,3]triazolo[4,5-f]quinolin-9-amine",-,-,371633
7704,646098.0,2-[(E)-(3-Fluoro-4-methoxyphenyl)methylideneamino]-1-hydroxyguanidine;4-methylbenzenesulfonic acid,-,-,50989442
7705,646101.0,"2-[(E)-(2-Bromo-4,5-dimethoxyphenyl)methylideneamino]-1-hydroxyguanidine;4-methylbenzenesulfonic acid",-,-,9574162
7706,646105.0,2-[(E)-(2-Chloro-4-hydroxy-5-methoxyphenyl)methylideneamino]-1-hydroxyguanidine;4-methylbenzenesulfonic acid,-,-,135499237
7707,646106.0,2-[(E)-(2-Chloro-3-hydroxy-4-methoxyphenyl)methylideneamino]-1-hydroxyguanidine;4-methylbenzenesulfonic acid,-,-,9574172
7708,646108.0,"2-[(E)-(2,4-Dimethoxy-3-methylphenyl)methylideneamino]-1-hydroxyguanidine;4-methylbenzenesulfonic acid",-,-,9574176
7709,646109.0,1-Hydroxy-2-[(E)-(2-methoxyphenyl)methylideneamino]guanidine;4-methylbenzenesulfonic acid,-,-,50990865
7710,646112.0,-,-,-,-
7711,646113.0,Water extract from Clivia Miniata Regel,-,-,-
7712,646122.0,"4Me2,6-diNO2Ph-SO2-Ph",-,-,371684
7713,646125.0,3NO2-2Pyrid-SO2-Ph,-,-,371687
7714,646127.0,"6H-Pyrido[4,3-b]carbazole, 1,2-dihydro-2,5,9,11-tetra- m...",-,-,371688
7715,646140.0,-,-,-,-
7716,646145.0,-,-,-,-
7717,646151.0,3-trityloxy-propanol,-,-,371701
7718,646159.0,N-Hydroxy-N-methylbenzenecarbothioamide,-,-,371711
7719,646160.0,ODICBYUPKZRFOG-UHFFFAOYSA-,-,-,371712
7720,646161.0,"Propanethioamide, N-hydroxy-N-methyl-",-,-,371713
7721,646162.0,"N-Hydroxy-N,2-dimethylpropanethioamide",-,-,371714
7722,646190.0,Ethyl 2-(1-ethoxy-2-(phenylseleno)propoxy)-1-cyclopentene-1-carboxylate,-,-,371747
7723,646191.0,Ethyl 2-(1-ethoxy-2-(phenylseleno)butoxy)-1-cyclopentene-1-carboxylate,-,-,371748
7724,646192.0,Ethyl 2-(1-ethoxy-3-methyl-2-(phenylseleno)butoxy)-1-cyclopentene-1-carboxylate,-,-,371749
7725,646193.0,2-(1-Ethoxy-2-(phenylseleno)butoxy)-1-cyclopentene-1-carbonitrile,-,-,371750
7726,646195.0,Ethyl 2-(1-ethoxy-2-(phenylseleno)butoxy)-1-cyclohexene-1-carboxylate,-,-,371752
7727,646198.0,Ethyl 2-oxo-1-(phenylseleno)cyclopentanecarboxylate,-,-,371755
7728,646199.0,((1-(Diethoxymethyl)propyl)seleno)benzene,-,-,371756
7729,646200.0,"1-[(1,1-Diethoxybutan-2-yl)selanyl]-2-nitrobenzene",-,-,371757
7730,646220.0,"2-Bromo-1,1,1-triethoxybutane",-,-,371776
7731,646233.0,-,-,-,-
7732,646240.0,4-Cumylphenol cyanate ester,-,-,371796
7733,646243.0,C-46391,-,-,371798
7734,646244.0,"4-(4-(1-(4-(3,4-Dicyanophenoxy)phenyl)-1-methylethyl)phenoxy)phthalonitrile",-,-,371799
7735,646248.0,"4-(2,4-Di-tert-butylphenoxy)phthalonitrile",-,-,371803
7736,646249.0,4-(3-Phenoxyphenoxy)phthalonitrile,-,-,371804
7737,646273.0,-,-,-,-
7738,646276.0,Kedarcidin,-,-,-
7739,646277.0,"1,2,4-Triazolo[4,3-a]pyrazin-5-amine, 8-chloro-6-nitro-",-,-,371811
7740,646278.0,"Pyrido[3',4':4,5]thieno[2,3-g]isoquinoline, 6-methyl-",-,-,371812
7741,646290.0,Oxidanium;zinc;2-(2-carboxylatoanilino)benzoate,-,-,24202387
7742,646371.0,7-Amino-3-methyl-2-quinoxalinol,-,-,371851
7743,646374.0,"N-[3-[[2,4-Diethyl-3-[[3-(3-methylquinoxalin-2-yl)-2-oxopropanoyl]amino]phenyl]methyl]-2,6-diethylphenyl]-3-(3-methylquinoxalin-2-yl)-2-oxopropanamide",-,-,371854
7744,646379.0,4-Oxo-N-(6-(((4-oxo-4H-chromen-2-yl)carbonyl)amino)-2-pyridinyl)-4H-chromene-2-carboxamide,-,-,371859
7745,646381.0,"2-(2,4-Dichlorobenzoyl)-7-hydroxy-chromen-4-one",-,-,5465338
7746,646382.0,"(2Z)-N-(2-Cyanophenyl)-2-[(4-nitrophenyl)hydrazinylidene]-2-(2,4,6-trioxo-1,3-diazinan-5-yl)acetamide",-,-,9555876
7747,646395.0,-,-,-,-
7748,646428.0,-,-,-,-
7749,646468.0,"2-N',2-N',6-N',6-N',11-Pentaethylspiro[chromeno[4,3-b]indole-6,9'-xanthene]-2',6'-diamine",-,-,371885
7750,646492.0,"8-Methoxy-1,3-diphenyl-4,9b-dihydro-3aH-chromeno[4,3-c]pyrazole",-,-,371908
7751,646498.0,-,-,-,-
7752,646500.0,-,-,-,-
7753,646501.0,-,-,-,-
7754,646502.0,-,-,-,-
7755,646504.0,"1,4-Bis(4-methylbenzoyl)-1,2,3,4-tetrahydroquinoxaline",-,-,371920
7756,646575.0,"6-Azido-5-chloro-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,3-diazinane-2,4-dione",-,-,371924
7757,646603.0,-,-,-,-
7758,646604.0,-,-,-,-
7759,646605.0,-,-,-,-
7760,646606.0,-,-,-,-
7761,646607.0,-,-,-,-
7762,646608.0,-,-,-,-
7763,646609.0,-,-,-,-
7764,646610.0,-,-,-,-
7765,646611.0,-,-,-,-
7766,646614.0,6-O/N[4'-Nitroacridone-9'(10H)-yl-7'-hydroxyl]-1'- amino...,-,-,-
7767,646616.0,MDP-C857,-,-,-
7768,646699.0,antineoplastic-646699,-,-,-
7769,646700.0,"bis(2-Nitrophenyl)sulfilimine, hydrochloride, [1:1]",-,-,-
7770,646701.0,-,-,-,-
7771,646702.0,Trifluoromethanesulfonate;triphenyl(prop-1-ynyl)phosphanium,-,-,24202391
7772,646703.0,Phenyl(prop-1-ynyl)iodanium;trifluoromethanesulfonate,-,-,11111958
7773,646714.0,"2,5-Dimethyl-3,6-diaziridinyl-1,4-benzoquinone",-,-,159854
7774,646782.0,"(2Z)-2-(Carbamothioylhydrazinylidene)-N-(3,4-dichlorophenyl)-2-[3-(3-nitrophenyl)-5-oxo-2-phenyl-3,4-dihydropyridazin-6-yl]acetamide",-,-,9571700
7775,646786.0,"3-(4-[1,1'-Biphenyl]-4-yl-1,3-thiazol-2-yl)-3-cyano-N-(2,4-dimethylphenyl)-2-oxopropanamide",-,-,371970
7776,646801.0,"(2Z)-2-(Tert-butylhydrazinylidene)-N-(4-chloro-2-methylphenyl)-3-cyano-3-[4-(4-nitrophenyl)-1,3-thiazol-2-yl]propanamide",-,-,9571345
7777,646807.0,"2-(2-Isonicotinoylhydrazino)-N-(3-methyl-1,4-dioxo-1,4-dihydro-2-naphthalenyl)-2-oxoacetamide",-,-,371992
7778,646812.0,(2Z)-3-(6-Benzoyl-3-oxo-4H-quinoxalin-2-yl)-2-(carbamoylhydrazinylidene)-N-[2-nitro-4-(trifluoromethyl)phenyl]propanamide,-,-,5935649
7779,646826.0,-,-,-,-
7780,646828.0,1-(6-Chloro-3-hydroxy-2-quinoxalinyl)-2-(2-furyl)-2-hydroxyethanone,-,-,372012
7781,646839.0,EU-0067869,-,-,372023
7782,646845.0,1-Benzyl-4-(phenylthio)azocane,-,-,372029
7783,646846.0,Bengamide B,-,-,-
7784,646847.0,Bengamide G,-,-,5467019
7785,646848.0,Bengamide H,-,-,5467020
7786,646858.0,-,-,-,-
7787,646859.0,-,-,-,-
7788,646860.0,-,-,-,-
7789,646863.0,Pentamine-osmium(III)trifluoromethane sulfonate,-,-,24202392
7790,646911.0,8-(4-Nitro-benzyloxy)-quinoline,-,-,372051
7791,646912.0,-,-,-,-
7792,646913.0,STK182880,-,-,701842
7793,646923.0,LMPK12050091,-,-,165203
7794,646924.0,12a-Hydroxydalpanol,-,-,134875
7795,646934.0,"Ethyl 1,14-dimethyl-3,5,9,11-tetraoxo-4,10-diazatetracyclo[5.5.2.02,6.08,12]tetradec-13-ene-13-carboxylate",-,-,372068
7796,646946.0,Rhodium dimer,-,-,-
7797,646962.0,4-(Dimethylamino)-2-(1H-indol-3-yl)-4-oxobutanoic acid,-,-,372083
7798,646969.0,"(13Z)-15-Ethyl-1,11-diazatetracyclo[13.3.1.04,12.05,10]nonadeca-4(12),5,7,9,13,16-hexaene",-,-,5467028
7799,646973.0,-,-,-,-
7800,646977.0,[2-(Cyanomethyl)-1H-indol-3-yl]methyl-trimethylazanium;iodide,-,-,372102
7801,646981.0,ZX-AP010086,-,-,372107
7802,647036.0,S-(N-hydroxy N-methylcarbamoyl)-glutathione,-,-,372113
7803,647040.0,"Aquatris(1,3-diphenylpropane-1,3-dionato)neodymium(III)",-,-,24202395
7804,647042.0,"Aquahydroxobis(1,3-diphenylpropane-1,3-dionato)neodymium...",-,-,24202397
7805,647044.0,"Acetatobis(1,3-diphenylpropane-1,3-dionato)neodymium(III)",-,-,24202398
7806,647045.0,"Acetatobis(1,3-diphenylpropane-1,3-dionato)samarium(III)",-,-,372117
7807,647048.0,"Aquahydroxobis(1,3-diphenylpropane-1,3-dionato)lanthane(...",-,-,24202399
7808,647050.0,"Tris(1,3,10,12-tetraoxo-1,12-diphenyldodecanato)di- [neo...",-,-,11979347
7809,647062.0,"Tris(N,N-diethyldithiocarbonato)(S1,S2)gallium(III)",-,-,-
7810,647065.0,"Diethyl 2-amino-6-styryl-1,3-azulenedicarboxylate",-,-,6277557
7811,647066.0,"Diethyl 2-amino-6-[2-(2-pyridyl)vinyl]-1,3-azulenedicarb...",-,-,6277558
7812,647067.0,"Diethyl 2-amino-6[2-(methoxycarbonyl)vinyl]-1,3-azulene-...",-,-,6277559
7813,647092.0,-,-,-,-
7814,647099.0,-,-,-,-
7815,647110.0,-,-,-,-
7816,647117.0,-,-,-,-
7817,647118.0,"5-(2,2-Dimethylhydrazinyl)-4-nitro-1-phenyl-1,6-dihydropyridazine",-,-,372167
7818,647122.0,"N'-{(1E)-[4,5-Bis(2-chlorophenyl)-3-nitro-2-furyl]methylene}-4-methylbenzenesulfonohydrazide",-,-,9555882
7819,647131.0,"Hydrazinecarbothioamide, N,N-dihexyl- 2-[1-(2-pyridyl)et...",-,-,5868935
7820,647132.0,-,-,-,-
7821,647133.0,"Dichlorocopper; 1,1-dimethyl-3-[(E)-(6-methyl-2-pyridyl)methyleneamino]thiourea",-,-,9578889
7822,647246.0,antineoplastic-647246,-,-,-
7823,647247.0,"2'-(Diethylaminomethyl)-(Z)-combrestastatin A-4, hydroch...",-,-,-
7824,647248.0,N-[(Z)-1-[4-[(Z)-2-Benzamido-3-(2-carbamothioylhydrazinyl)-3-oxoprop-1-enyl]phenyl]-3-(2-carbamothioylhydrazinyl)-3-oxoprop-1-en-2-yl]benzamide,-,-,6474143
7825,647253.0,"1-Amino-3-[[3-(aminocarbamothioylhydrazono)-2,2,4,4-tetramethyl-cyclobutylidene]amino]thiourea",-,-,3004348
7826,647254.0,N'-(1-Benzyl-3-(dimethylamino)-2-phenylpropylidene)isonicotinohydrazide,-,-,6081287
7827,647255.0,-,-,-,-
7828,647257.0,"N-[(E)-[4,5-Bis(1,3-benzodioxol-5-yl)-3-nitro-2-furyl]methyleneamino]aniline",-,-,9555889
7829,647260.0,"2-[(2E)-2-[[4,5-Bis(3,4-dimethoxyphenyl)-3-nitrofuran-2-yl]methylidene]hydrazinyl]prop-2-enyl-trimethylazanium;chloride",-,-,9555890
7830,647262.0,"[2-[(2E)-2-[[4,5-Bis(2-hydroxynaphthalen-1-yl)-3-nitrofuran-2-yl]methylidene]hydrazinyl]-2-oxoethyl]-trimethylazanium;chloride",-,-,135483933
7831,647263.0,"N-[(E)-[4,5-Bis(2-chlorophenyl)-2-furyl]methyleneamino]pyridine-4-carboxamide",-,-,9555893
7832,647276.0,-,-,-,-
7833,647313.0,-,-,-,-
7834,647316.0,5-Fluoro-2-pyridin-2-yl-1H-quinolin-4-one,-,-,372260
7835,647317.0,6-Methoxy-2-pyridin-2-yl-1H-quinolin-4-one,-,-,372261
7836,647320.0,4-(6-Methoxyquinolin-2-yl)phenol,-,-,372264
7837,647321.0,KUC100258,-,-,372265
7838,647322.0,Neuro_000352,-,-,372266
7839,647325.0,"6-Phenyl-5H-[1,3]dioxolo[4,5-g]quinolin-8-one",-,-,372269
7840,647328.0,"5,7-Dimethoxy-2-[(2-methyl-1,3-dioxan-2-yl)methyl]naphthalene-1,4-dione",-,-,372272
